reviewer,rating,written_date,title,review_text,branch
Susan C,1.0," April 3, 2021",Don’t go to Universal Studios,"The workers were rude and spent the entire day yelling at the few people whose masks fell below their noses instead of actually doing their jobs. I never saw any of them cleaning. Wait times for food were much longer than ever in the past. The park didn’t seem any less crowded than usual. Their covid measures seemed to only entail lazily yelling at guests all day. Most people really had masks on appropriately and the policing was unnecessary. The rides were also ruined with them constantly calling out over the actual sound provided for the ride to remind people about masks. They even reminded guests who had masks on appropriately. It was crazy. They need to remember that some guests may require a break with all the walking to catch their breath, especially older guests. How did they know whether or not some of the people they were yelling at had medical conditions. I was shocked at the way people around me were treated.",Universal Studios Florida
mommiesRN,4.0," April 3, 2021","Great Experience, recommend the express pass!","We spent one day at Universal and Islands of Adventure with the park to park tickets. 2 adults and 2 kids age 11 and 8. We stayed one night at Hard Rock Hotel, which included the Express Passes and despite the high price they were worth EVERY PENNY! As expected, the parks were packed because of it being spring break season. We never would’ve been able to ride all that we did without the Express Passes. We had early access due to staying on Universal property and went straight to Hagrids Motorbike. The longest we waited all day was 2 hours for Hagrids, but no passes can be used on that ride. Otherwise, we waited between 0 and 15 minutes the rest of the day, riding every ride we wanted to. It was a great day with lots of memories made!  I would like to give credit to Nelson and Dan at the Raptor Encounter. We waited in the line for about 25 min and were rushed through by the man running the encounter. I wanted a photo of my kids together and then one of each of them separately. My son also wanted the separate photo because he loves Jurassic World and didn’t want his sister in his picture with Blue! Lol. Anyway, we were rushed through before I could take the separate photos. My husband spoke with Nelson and Dan at the entrance to the encounter about what happened and Nelson told us to come back at a specific time and we could get our photos. When my husband brought the kids back, Nelson gave them a private encounter with a baby raptor, as well as another chance at photos with Blue. He went above and beyond for us. Amazing customer service!!!! We were beyond pleased!",Universal Studios Florida
Ernest F,1.0," April 3, 2021",Oh my,This is the worst trip I've ever been on..... Social NOTso-distancing. Greed over safety. What count do they say is 50% of ? It is PACKED !! WORSE THEN HOLIDAYS. Just not worth it. At all. Staff is managing excellent this one star for them !!!,Universal Studios Florida
Katy H,1.0," April 2, 2021",Negative Wand experience,"As life long Harry Potter fans my husband and I were thrilled to do the wand experience. We were not told that only 1 person in a party of 2 would be chosen for the experience. After waiting 5 hours for our cued timed we went in, my husband started recording the scene because we were both so excited. I received my wand. Then turned around to record him receiving his and we were abruptly kicked out of the “experience”. There was no warning or explanation until we were out of the shop. We had EVERY INTENTION on purchasing our wands from the experience, but after being treated so negatively we left that section of the park. Something needs to be changed about the experience. Wand Sales would probably boom if the experience was actually magical.",Universal Studios Florida
AngLaz1010,5.0," April 2, 2021",Great rides and Universal Express is a must,"We had two amazing days at the park. Universal really treats families great especially with young children. The Harry Potter experience is very well done. Escape from grigots, hagrids the hulk and the rock and roll roller coaster are a must. Don’t waste your time on fast and furious definitely the worst ride at the park.  I know express pass seems expensive but it is absolutely worth every penny.  Butterbeer was a huge hit with our Potter fans.  Voodoo doughnuts are no better than dunkin or Krispy Cream.  Go to the ice cream parlor in diagon alley and the wand experience for our huge Potter fan daughter was great.  The train is a must .  Overall the experience was great. Ty to Johnthan in guest service you were awesome.",Universal Studios Florida
Indiangurl Q,4.0," April 1, 2021","Great Park, horrible wait times.","Great theme park for fun rides and adventure. Just didn't like the fast pass customers. We stood in line 2and a half hours for one ride ( Rock it Roller Coaster). Yes, the ride was great but the line was not. I do recommend Universal studios for a fun time with the family or Solo.",Universal Studios Florida
Charles & Pam D,4.0," April 1, 2021",Universal Resort Stay - Hotel and Park,"We stayed at the Dockside Universal hotel. Overall it wasn't a bad stay. But.....there's alway a big BUT.... there were some snafus. There was a long line when we got there late in the evening. The last thing we wanted was to wait in a long line. Well, we had to wait in a long line at the front counter. One girl working. Then, our reservations were messed up. Both our families were supposed to be in connecting rooms. That didn't happen. The front service representative got us two rooms down the hall from each other on opposite sides of the corridor. But, she was very pleasant, empathetic and apologetic about it. We had lots of luggage. The last thing we didn't want was to drag luggage up to the 4th floor. We went to the luggage area. They said there were no luggage carriers around and they didn't know where they were at. All they could tell us was that there were several somewhere throughout the hotel but couldn't tell us where. We then had to drag all the luggage upstairs by hand. A lot of walking for a large hotel. This was after a long tiring day of travel. Not what we were expecting or wanted. There was also long lines for elevators because of COVID protocols. After getting luggage to the room, we then went back downstairs to get something to eat. But, the downstairs food area was starting to close. As many people that were still in there around 11:00PM they probably could have left it open till 12:00AM and still would have been busy. No problems with loud ruckus or music. Slept well. Everything was fairly clean. The bus transport from hotel to Universal and back was efficient. No problem there. Staff took all sorts of pandemic measures including temp checks and making sure everyone wore their masks around the hotel and parks. One thing that I thought was very annoying that ended up causing a riff between a family member and a Universal staff member was figuring out where the child swap pick up area was at for rides. If you had a baby or child that couldn't go on a ride you could all go up together and then one or two could stay behind with the baby. When the first family group got done with the ride the rest could jump to the head of the line and get on the ride and typically not have to wait long in line. More or less jumping ahead of everyone else. After getting off the the Kong ride staff were ushering you quickly to get you out of there. We thought maybe the rest of our party was waiting outside. They weren't. We went back into the exit part of the ride. My son-in-law went under the rope to get to where he thought our daughter was with the baby. Oh my gosh, an older Universal staff member jumped all over him and told him he didn't know where he was going. My son-in-law said exactly, I don't, because you all rush people along and out the exit and don't make things clear where the connecting parties are located. I personally thought the way the older gentleman handle this situation was not professional. I felt he could have addressed this with my son-in-law in a much less confrontational and empathetic approach. He automatically assumed he was doing something bad and didn't ask what he needed, why he was going the way he was headed or asked if he could help him. This was the case with many of the child swap situation on rides. It's very confusing because on some rides the child swap area is back outside somewhere and then sometimes it could be inside somewhere. If you are going to use the child swap option please make sure you get decisive answers of where the party getting off the ride is supposed to meet the rest of the family party that is waiting. Very confusing and I feel the staff assumes everyone understands where you need to go. They work there. That's their office. They know it well. Here comes someone new to the park that has very little knowledge and they're trying to figure things out. The last thing they need on a vacation which is supposed to be fun is someone yelling at them at the very place they're suppose to have fun at. So between the hotel snafus and the some confusion and an altercation sat the park, overall, it wasn't bad.",Universal Studios Florida
Kaushik K,5.0," April 1, 2021",Awesome.. will go again!,"It was beyond expectations. Yea, the lines were long but they do give you the option to pay and get the express pass. Also the waiting areas for most rides are amazing. They’ve gone above and beyond to make sure the visitors don’t get bored and stay occupied in the queues. The Wizarding World of Harry Potter was certainly the highlight. Going to the park is worth it just for that alone. We visited all the three parks and would love to do it all over again!",Universal Studios Florida
Hsquared01,1.0," March 31, 2021",Not very good,"Bought Universal Harry Potter Experience Package. It was a waste. There was no benefit to purchasing the package. We had no preference for rides, food or experiences. Trying to get on rides was very difficult due to crowds. This would have been much better had the package included some type of preference as part of the package. The advertising was very deceiving.",Universal Studios Florida
Sara N,1.0," March 31, 2021",Worst Experience Ever. Huge Waste of Money!!!!,"TripAdvisor was AMAZING. Universal was a bunch of maskhole virtue signalers who were so “concerned” about covid that’s why the face diaper they tried to enforce constantly was very annoying and not worth the $650 we spent on tickets. Wake up people!!!! Masks will not “protect” you on rides packed with people or anywhere else. Why are healthy people masking? Are we afraid they will spread and share their good health?! Insert eye roll here. They ruined the experience for my kids by constantly telling all of us to wear or to pick up their masks. Also, kids are out of school, migrants are pouring into our country but Universal Studios is open?!!!!!! Don't worry, your mask will save you from a virus with a 99.9% survival rate. Heres an idea, for those that want to wear masks and socially distance, stay home. You don't get Universal or any other place you are too scared to catch a 99.9% survival rate virus!",Universal Studios Florida
Greg J,1.0," March 31, 2021",Horrible Experience - Don't waste your money! Go to Bush Gardens instead.,"My wife and I spent the day at one park. We pre-purchased the tickets before our trip but we showed up on the wrong day. Went to Customer Services to have our tickets changed for that day, but Universal CHARGED US AN EXTRA $30.00 just to stay for the day. I didn't understand why, the park was already full of people? They gave the excuse it was because of crowd control! After did the temperature test, and got in, they had NO physical park maps!!! They told use we needed to use our cell phones. REALLY! Never been to a theme park that didn't have a map for their guests! The park was wall to wall people (so much for crowd control). the wait times for the rides was 60 - 90 minutes or LONGER - we only went on 4 rides. HORRABLE experience, go to Bush Gardens instead.",Universal Studios Florida
James M,5.0," March 30, 2021",Get the express pass,"I was very happy with our time at Universal. We had the unlimited express pass because we stayed at the Hard Rock Hotel. Yes, it was expensive, but time is money and we did notice the really long lines for standby. However, there is an outlet if you have an unlimited express pass and we did not wait more than 20 minutes for any ride during days parks were at capacity. We had so much fun and spent 2.5 days there and rode almost all the rides and did some shopping too. Disney, on the other hand, has no outlet they discontinued Fastpass and we had no choice but to wait in line and that is a bad experience. Honestly, Disney doesn't social distance either and they force you to wait in long lines with huge crowds. At Least Universal actively gives each person hand sanitizer and tries to at least make sure they do something. The hand sanitizer stations at Disney are far less and some don't even work. My suggestion is if you are going during a peak time you must have this express pass. It is hot and waiting in lines all day is not only exhausting but not fun at all.",Universal Studios Florida
Karyn H,1.0," March 30, 2021",Please read before booking your reservation to Universal Studios Orlando,"Please read before booking your reservations to this theme park. I wish I would have done more research before we did...would have saved us $750+ Our family decided to take a mini vacation to Orlando this past weekend. Since we normally go to Disney Parks we decided to change things up and try Universal Studios. What a mistake.!!! The experience was horrible. Wait times for rides were on average 75min-120+min per ride. No social distancing as the park was overcrowded. We decided not to eat at the park since the lines were so terribly long and food was very expensive. We've never been to a theme park were the kids were actually begging to leave. We wanted to get some of our moneys worth so we stayed til 3pm and rode 4 rides total for the day. So I guess you can say we paid about $35 a ride on average per ride. The experience as a whole was not at all what we were anticipating. We all decided as a family we would never go back again. Universal Studios, you are going to need to make some serious changes so that you don't lose more customers.",Universal Studios Florida
Jordan Morrell,5.0," March 30, 2021",Mardi Gras 2021,"I have always loved Universal Orlando and this year with COVID they had to adjust how they put together their Mardi Gras event and they REALLY did an amazing job! They offered the ability to try food from all over the world, the floats, people and environment was amazing! My friends and I had an absolute blast and will be visiting much more often!",Universal Studios Florida
Don J,1.0," March 29, 2021",Horrible Time,"High cost, low value. Spent 800 for 6 tickets and then 26 for parking. Went on 4 rides since wait times exceeded 2 hours. The last ride was ET. It broke and they needed to rescue us. We were suspended about 40 feet in the air for about 30 minutes. My daughter was visibly shaking and crying after our rescue. They gave us a 1 ride express pass for our troubles... incredibly cheap. And as for the food, we paid 17 for a cheese burger and fries. Took 60 minutes and we only got it because we asked about the order otherwise they would of forgotten about us. Food was cold, probably sitting out 40 minutes. Worse customer experience I had in 65 years. Place is totally incompetent. Will never go back.",Universal Studios Florida
Disappointed Taylor,1.0," March 29, 2021",Sucks horrible,Too much money too long of lines only to have ride shut down or part of the ride eliminated. In 12 hours of being in the park we did 6 rides and 3 were silly Dr. Seuss kiddie rides. The app is a joke and does not work properly fact confirmed by many staff. Skip the picture pass not near enough opportunities to be photographed. I will never be back.,Universal Studios Florida
Fima K,1.0," March 29, 2021",Horrible experience,"We came to Orlando for 2 days to experience the Orlando and Disney. Parking was $50 for a close proximity to the park. We went into the park and were able to visit 2 rides for which we were on the lines for total of 1 hour (the rides were 2 mins each). No social distancing on lines by the way. On the third ride as we are waiting on line for the ride someone decides to cut the line in front of us. The people who were in front of us were calling up more family members up the line. We tried to ask them Politely not to do it.. they ignored us and kept calling more family members up the line. This led to a scuffle, which we did not initiate.. and did not even retaliate. WE CALLED ON SECURITY. For that we were thrown out of the park and banned for a year. My 3 year old missed on the experience and needless to say I don’t think we’re ever going back. They did not even offer money back for the park tickets.. in many years of us visiting different theme parks all over the world, we’ve never had such a horrible experience. STAY AWAY.. they might throw you out for looking at someone the wrong way.",Universal Studios Florida
Mark A,1.0," March 29, 2021",Horrible! 2 hour wait to get in!,"Unbelievably horrible! We have to wait 2 hours just to get in! They should not sell that many tickets if you can’t admit a paying customer. Waisted have the damn day. No explanation, just had to wait in line. People were leaving like crazy and they still made angry customers wait in line. I understand there is a pandemic, so you shouldn’t sell so many tickets. It isn’t rocket science!",Universal Studios Florida
Alana P,3.0," March 29, 2021",Just ok,The main thing that did not lip about this park was how with some rides it was hard to tell where the entrance was or where the line began or ended. I will say I likes this park a little more than Islanda of Adventure since it wasn't as crowded. Worth the money? Definitely not. If you dont have an express pass you can forget it and they were more than the park admission smh.,Universal Studios Florida
Milkman1344,5.0," March 29, 2021",Hospitality - Moment of Truth,"The hospitality experience from all angles was absolutely phenomenal! Of course the rides were everything we imagined, but what stuck out most to me was hospitality from the staff. The one person who made a great impression on the park was Hollie on the Universal Park side. She stood out there on one of the corners, and what went from the occasional ""where is this located"" turned into a wonderful conversation about the park, what rides to get on now before they become too crowded, the best rides between both parks, the suggestive selling to upgrade to both parks (totally recommend for only $60 per person), and the flat out friendliness. Completely made our day. If that wasn't enough, as we were walking away, she shouted, MAKE SURE YOU GET THE BUTTER BEER! You can tell she loves people, and it showed. If she can read this, the Fast & Furious ride was mediocre compared to the ones mentioned. You're not missing much unless you're a die hard F&F fan.",Universal Studios Florida
michaelg999969,1.0," March 28, 2021","""Amusement"" Park?","My wife and I have been to Disney MULTIPLE times so we thought that we'd try out Universal Studios without our kids. In our opinion, this should not even be called an ""Amusement"" park. The value of entertainment that you receive for the high price of admission and parking is very low compared to other options such as all of the Disney parks or even a place like FunSpot. Universal only has 1 true roller coaster, which was closed on the day that we went due to high winds, and every other ride is some sort of Virtual Reality experience. For my money I'd rather go to Cedar Point in Ohio and ride 10+ roller coasters all day than spend $120+ on a ticket here.",Universal Studios Florida
Alicia S,5.0," March 27, 2021",VIP tour,"Totally worth it, especially during a busy time like spring break. We were in a group of 11 including our own kids (6 and 7) a teenager in another party and the rest adults. Our tour guide Kristi was awesome. Our 6yo was too short for some things and 7yo too skittish for some things and they still had a great time - our group got along great and the non-thrillseekers enjoyed watching the thrill seekers get gforce-smooshed on mega coasters. Kristi even entertained the kids while us parents went on the Forbidden Journey. Breakfast & lunch at cafe la bamba was great. Some rides broke down while we were enroute & guide Kristi adjusted on the fly. In the end we went on:  Fast and the Furious Race through New York Forbidden Journey Escape from Gringotts Hagrids Magical Motorbikes Hogwarts Express (twice) Spiderman The Hulk Hollywood Rip Ride Rocket Bourne Stuntacular Transformers  By evening time lines were shorter & after the tour we used express pass access to hit lots of other rides in rapid succession.  We stayed 3 more days after the tour (no express passes or anything) and made great use of time, knowing what we wanted to do a 2nd or 3rd time.  Would do it again & totally recommend.",Universal Studios Florida
Jami Lynn,1.0," March 26, 2021",Terrible experience,"Worst “vacation” I’ve ever been on. How in the world can fast passes cost $300 per person and per park!?! Yet advertised as starting at $69. My family of 4 for 2 park days would’ve cost us $2400 just for fast passes! And how can you have the most popular ride (hagrid) as a virtual wait only and not give the option to wait in line? Because it was impossible to get a virtual time slot. Why isn’t this communicated before purchasing tickets? The wait times in general are ridiculous. Also the amount of times the staff asked my 4 year old to put his mask over his nose was over the top. I understand guidelines and we tried our best to keep it on him but it got ridiculous. We wouldn’t even be near people and a staff member would walk over to tell him. 2 staff members who thought they were funny on a sound system with a microphone called him out as he had his water bottle in his hand drinking! And to recommend the Avanti Palm resort as an affiliated hotel says a lot about your customer service. That place is a complete dump. We tried to get our reservations changed but couldn’t get anyone to help us out for about 6 hours total on the phone!!!! By then, it was too late to wake up our 2 children and change hotels. We couldn’t take the overwhelming smell of weed and complete lack of cleanliness! It was so disgusting we left the second day as soon as we exited the park and drove 6 hours home to avoid another night there. This was possibly the worst experience we’ve ever had any where. When a 4 year old and an 11 year old beg to leave and drive home, you know it’s bad! I think the worst part is, no one with Universal is willing to make it right. We will not be back.",Universal Studios Florida
Ccorinium,4.0," March 26, 2021","Fun park, just hard to get food","Really enjoyed the park. Diagon Alley is outstanding. Also loved Revenge of the Mummy and Race through New York. We were staying on property so had the express passes and highly recommend them, they saved us so much time and allowed us to do our favorite rides multiple times. Two things could have been better. My husband and son stood in line for 45 minutes (with the express pass) for Rip Ride Rockit and got on the ride before someone decided to double check my son’s height, pulled him off the ride and decided he wasn’t quite tall enough. I wish they’d do these checks at the beginning of the line and also be more consistent (a kid smaller than him in front of them got on the ride no problem). The other frustrating thing was how hard it was to get food. Even the pretzel stands were a good 15-20 minute wait. And if you plan to sit down to eat, go at least an hour before you’re actually hungry. It took us 90 minutes to get some chicken fingers and a cheese pizza in the Simpsons area. Outside of those two issues, we really did have a great time though.",Universal Studios Florida
Nia G,3.0," March 25, 2021",Cool!,Universal was trying to overcharge for express passes! I didn’t like it at all especially when they filled the park to 90 percent capacity unlike Disney that was way less crowded! The park itself was great but too many people!,Universal Studios Florida
memorabletrip,4.0," March 24, 2021",We had a good time,"This was our first trip to universal studios and Island of adventures . It was decent, you get spoiled by Disney, so some aspects I was disappointed. For example they sold us the quick service but we couldn’t use it at the universal hotel we stayed at. They didn’t mention that when you were doing the purchase and it was limited as to where you could use it since a lot of places weren’t open in the morning (we got to the park right as they opened at 7) and might as well forget trying to get into the three broomsticks for breakfast. So we basically paid for every meal and gave 8 snacks and 3 meals away before we left there in hopes that they would get used. Also we purchased the photo pass and that was useless as there was only one person at the entrance of both parks. I literally paid to take my own pictures. Possibly 16 pictures all at the entrances and all they did was have my son do different poses and I have 3 pictures that don’t even belong to us. So don’t waste your money. Next time I will check a bag to bring my own snacks and drinks. Since I have never been I am not sure if the lack of available meal places or photographers is due to covid but in that case they need to have that info before you purchase or do like Disney and not offer them due to covid. Other than that, I was very impressed that they were very on top of making sure everyone stayed 6 feet for social distance. I liked that neither park was overwhelming like I feel like Disney is.we did 4 park days and really could have gotten away with 3. 1 park day each first 2 days and the 3rd day just to explore shops and do rides we liked a second time. I also would like to make a suggestion for the app, be more specific about the ride info. If it’s a high speed coaster it should say it in the app. We got ushered (never had to wait in line) right to the seat for the revenge of the mummy. Because I was in front of the line I just lead and didn’t look around. Apparently there was a sign right before you got on the ride that it was high speed but I didn’t see it as the worker walked me right to the seat. My husband saw it but didn’t say “hey I thought you said this was a virtual ride” so with a smaller child, it’s not our type of ride. My son is 13 but is the size of a 9/10 yo so I was afraid he would fall out and it was dark. Haha We were terrified. Lol so I would like to see in the future a better filter for the app. Like filter not only to which park you are in but more of a list view of places to eat or things to ride. All of those small dots are overwhelming and you have to click each and every one just to see which ride or food place it is to eat. Either way we had a great trip and can’t wait to go back.",Universal Studios Florida
Jill T,2.0," March 23, 2021",Express Passes Make Everyone Else Wait 2+ Hours,"We opted not to purchase the express passes since they cost more than the one day ticket. So we’ve waited more than two hours in multiple lines because the express pass customers get so much priority. On The Hulk rollercoaster, one family rode THREE TIMES while we waited in line. I get that they paid the ridiculous $195 apiece for that express pass, but let’s be reasonable. And this is with restricted capacity due to Covid. Also, we got into the park at 7:20 am (opens at 8) and within minutes there were no more virtual line times for Hagrid’s motorcycle ride, which means even though we were among the first people here, we will not get to ride that today. Needless to say, we’re disappointed with all the wasted time today. Universal can and should do better.",Universal Studios Florida
jasmineflowers,4.0," March 23, 2021",Fun but be prepared to wait,"I love universal, as they have great food, fun rides and great place to people watch.  Like any amusement park, it is packed but it seems exceptionally longer here than other places. One of the rides - Harry Potter and the escape of the gringotts was 300 minutes wait. Once we got on the ride, it was fun. At the end of the ride, it was stuck and we waited inside of the super tight locked for 20-30 minutes. I was very anxious and had to use the restroom and they didn’t tell us what was happening. Just a prerecorded message that they were delayed. Once it finally came back on and they released the locks, the gave us one ticket each for a fast pass ride of our choice.  The food options are great. Especially the seafood restaurant- Lombards landing. Prepare to wait a bit for food.  Most rides are 3D rides, some interactive, like the men in black. All fun and movie inspired rides. I recommend going once. Come early and stay late to get to experience everything.",Universal Studios Florida
James L,4.0," March 23, 2021",Great Time at Universal Studios!!!,"This was our First time visiting Orlando, Florida (Please get some Comfortable Shoes, a lot of walking and bring plenty of Money, lol). We knew we wanted to go to Universal Studio so we ended up doing the 2 Park, 2 Day Pass (Wednesday, Thursday). We rented our Car from Avis which gave us a free upgrade to ""Prime Parking"" (Parking is $26 a day, Prime Parking is $40). We parked in their very nice huge garages and madr the long walk to the Park. The first Park we visited was Universal Studios Hollywood. The park is overwhelming and every attention to detail was diplayed throughout. The Park was very Clean and everyone was practicing Social Distancing and they had several employees cleaning during the day. There were plenty of Restaurants, Rest Areas and Restrooms located throughout. The only ride that we did not lime was ""The Fast and Furious"". I saw a quote that I am going to use, ""There was nothing Fast about the Attraction and we were Furious we waited that long in line"". All of the other Rides and Attractions were very good. The Harry Potter section seems like a world all by itself.  The next day we visited Island Of Adventures. This Park was very clean and nice also. We did not make it the Jurassic Park area. The Harry Potter on this side is more detailed especially with the Castle. When you get inside both of the parks, you will see why the price of Tickets are like they are. We had kids with us and at times you can't put a price on Adventure, Excitement and pure Fun for the Family. Overall, we enjoyed our time and just outside the Park is Universal City Walk with some good restaurants. We ate at Panda Express one day and the next we at Bubba Gump Shrimp. The overall interaction with the staff and employees were very pleasant from the Parking Booth, to Parking Attendants, Police/Security, employees taking temperatures, ticket takers, cleaning crews, ride attendants, gift shop, and restaurant workers. We will definitely return. Thank you for the Memories!!!",Universal Studios Florida
Breanna Pennock,1.0," March 23, 2021",Worst Customer Experience of my Life,"I have NEVER in my entire life, been treated so poorly at a tourist attraction as we were here.  We worked our butts off to get on the virtual line for the Hagrid line, and even had a sweet lady who offered us some of her expired line tickets to get our group in, a group of mostly teenage girls (8 of them).  We waited in line for 1.5 hrs, yes 90 minutes AFTER getting the virtual line. But that’s not the bad part.  After waiting in line for 1.5 hrs, the worker at the front said he had been watching our group the entire time and we would have to leave because the girls hadn’t been wearing their masks OVER their nose.  Let me repeat, they had been WATCHING us, for AN HOUR AND A HALF, and because the TEENAGERS couldn’t keep their mask over their NOSE after 12 HOURS wearing masks in the park, we had to leave the ride.  No warning, no hey, could you please keep your mask above your nose or we’ll have to ask you to leave, no nothing.  I’m sorry but have you EVER been around teenagers who’ve been wearing their mask for 12 hours straight. They NEVER took off their mask and were NEVER disrespectful when people asked them to cover their nose. While they were talking and dancing and playing games in line during the 90 minute wait, it would occasionally slip and they would fix it.  I didn’t realize employees here don’t know how to communicate effectively, or are crazy power hungry that they get pleasure over watching teenagers in line for 1.5 hrs just to kick them off at the front. It’s crazy, I have NEVER experienced anything like it, and I am so disappointed in Universal. I’m in shock honestly of how we were treated and singled out like that.  The very next ride I went on, I saw a group of teenagers doing the exact same thing ahead of me in line, and NOT A WORD from the staff about it.  Disappointed, shocked and honestly hurt over how we were treated. Honestly, a day later the situational is almost laughable at how badly it was handled. Wow. You could’ve handled it so much better Universal, but instead you lost 10 families and their business and respect for you.",Universal Studios Florida
davidtheath,1.0," March 22, 2021",Offended That Fast and The Furious is Allowed to Remain Open,"On a whole, Universal studios and Islands of Adventure are amazing. You should honestly go, it's awesome. What they did with Harry Potter worlds is nothing short of awe inspiring.  However, I am leaving one star review because of simple fact that they allow The Fast and Furious ride to remain open.  We waited 90 minutes to ride what I can only describe as the worst ride in the history of rides. It was so lame that the the queue experience was honestly better than the ride, and that part sucked as well.  It is so bad that all the park employees and staff know the second you mention it they feel a tremendous sense of embarrassment and shame.  Look, we don't expect anyone to be perfect or bat 1000, but it is offensive to park goers to allow them to waste their time to go on this ride. Just admit you made a mistake and close it. It literally does more harm simply keeping it open.  My group spent more time talking about how much we hated that ride than we did talking about how amazing the new Hadgrids $300mm roller coaster was - which is a HUGE feat considering it is one of the top 3 rides I've ever experienced in my life.  How can the same company who has created an incredible and immersive Harry Potter experience where park goes can buy plastic wands that can make stuff happen throughout the park in a truly magical experience allow a ride like Fast and the Furious to remain open.  Universal knows it's terrible and the park goers know it's terrible so just take it behind the barn and put us all out of our misery.",Universal Studios Florida
stephen y,1.0," March 22, 2021",Horrible,"Long waits, 2 rides broke after we waited for 30 minutes. Express passes were $300 per person. All in all, total rip-off and huge waste of money. Go to six flags, Busch gardens, carrowinds",Universal Studios Florida
Dayton K,1.0," March 22, 2021",Great place to get COVID,They won't let you cancel if you have COVID. That policy is stupid. They're only going to encourage sick people to go to the park.,Universal Studios Florida
DonSandFamily,1.0," March 21, 2021",Virtual Pass Sucks!,"They have some great rides; however, all new rides require a “virtual pass” that is booked through the Universal App. The problem is you can wait all day and not get a ticket for the ride...it is a scam! Three days in a row I waited for each release time and click the pass and they are not available, I am talking within 3 seconds! Sad thing is many travel a long distance and want to ride the rides, but cannot! Lots of money, no reward! Plus the new rides do not have Express Pass, so don’t waste your time or money on that either! Will never go back until they do away with The Virtual Pass...hate waiting in lines, but at least you get to ride the rides.",Universal Studios Florida
UwannaKnow,5.0," March 21, 2021",Covid/Spring Break Family Trip,Traveled with two teens during Spring Break. Stayed at the Royal Pacific Resort onsite therefore we had Unlimited Express Passes. Highly Recommend the Passes! Wait time for most rides were 90-120 minutes. However with the passes we were able to get on a ride in 15 min or so during spring break. There was Social distancing on rides and queues but not in Diagon alley-it was packed. Staff at train station--very organized and friendly. This is our second vacation at this resort highly recommend.,Universal Studios Florida
pharmafarmer76,4.0," March 21, 2021",Great park!,"We visited Universal with our 3 kids, ages 13, 11 and 9. They all loved it but didn’t love all the 3D and 4D shows/rides. They loved the Mummy and Rock and Ride roller coaster but that was about it. Luckily we had express passes as we stayed at the Hard Rock, so we were able to ride all the rides by noon! The express passes are amazing. Some of the rides had a 120 minute wait and we waited maybe 4 minutes! The longest we waited in line was 15 minutes! We were mad that we didn’t buy the hopper pass to visit Island of Adventure as we would have had plenty of time due to the express passes.  Definitely buy lanyards for your passes. You need to show/scan them on every ride so a lanyard is very handy. Pack light when you visit as some rides don’t allow even a phone! You need to put everything in a locker. Some lockers are free during that ride and others charge you.  If you plan to leave the park and eat at city walk, make reservations! All the restaurants fill up quick and if you don’t have reservations, you most likely will not get in.",Universal Studios Florida
WS Long,4.0," March 21, 2021",Great park but watch out for Fast and Furious,"This is a great theme park. There are a lot of rides however that use 3-D technology, just to give you warning if you get dizzy with 3D effects.  They have added plexiglass dividers in many of their rides.  We recently rose Fast and Furious. It jerked violently at the end so that the two us hit the plexiglass divider and our knees hit the metal row dividers.  We will probably never ride this attraction again. Universal needs to do better in providing restraints.",Universal Studios Florida
dana1204,5.0," March 20, 2021",So much fun!,This was our first time at Universal and I was not disappointed. They have something for every member of the family.,Universal Studios Florida
Mike Dee,1.0," March 20, 2021",Overpriced For What's Available,I went during March Spring break. The tickets were priced high because they said they were sold out and that it was Spring Break is what they told me. If you purchase your ticket at the gate please keep in mind that no discounts will be honored for a one day visit. It doesn't matter who you are a member of. They push for multi day and multi park specials. There are some attractions that are closed for the kids. Wood Pecker Village was mostly closed. When the rides get really full they make people do the Virtual line experience which is an app you install and reserve a time to ride. You will get a code to use to enter the ride. Express pass cant even get in unless they schedule it. The Mummy Experience was one such ride and difficult to ride because of this. You are not able to eat in some restaurants. Be prepared to wait for 30 mins 1hr for the line and another 1 hr for your food to be ready. I feel they shouldn't be charging more for offering less.,Universal Studios Florida
Yestochristina,5.0," March 19, 2021",Great for teenagers and above,We got discounted tickets through ID me for being nurses. We went as a girls trip. I wouldn't recommend taking children smaller than 14 because there is a lot of aggressive movement from the rides. This park is not for smaller children. The best part of taking the smaller children is that it has the characters for them to see but it is not really for smaller children. Definitely a great time wait time even with the pandemic was reasonable. They did a great job with keeping it spaced out and accommodating. The tacos in Simpson land are delicious. Harry Potter world definitely is a 2 to 3 hour adventure. I would head their last so you can get your wand which is expensive 50 dollars for something that only works in Harry Potter world if you get the cheaper one which I think is like 47 it is not interactive. Great time all together the Mummy ride was my favorite. BUTTER BEER is amazing. Hand sanitizer is given to everyone who is riding the ride and hand sanitizer is around the park.,Universal Studios Florida
krristoph,2.0," March 19, 2021",Overcrowded money grab,"We are staying on resort for four days. The accommodations are comfortable and convenient. Where things go south are at the theme parks. Poor signage that makes it difficult to navigate the parks. Overcrowded! We were under the impression that the parks were open but with reduced capacity. That did not appear to be the case. Wall to wall people with ride times that were 1-2 hour waits. There was always the option to purchase Express Passes, but due to high demand Universal jacked up the prices for 3 Express passes to $900+. Not that the Mouse is less greedy, but it’s more organized and they still offer limited Fast Passes. We won’t be returning. Moving forward we will stick with the Mouse.",Universal Studios Florida
